RK,Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3,PER
,Joel EmbiidPHI,C,68,33.8,30.6,9.8,19.6,49.9,1.4,3.7,37.1,9.6,11.8,81.4,11.7,4.2,1.1,1.5,3.1,46,2,31.24
,LeBron JamesLAL,SF,56,37.2,30.3,11.4,21.8,52.4,2.9,8.0,35.9,4.5,6.0,75.6,8.2,6.2,1.3,1.1,3.5,21,6,26.25
,Giannis AntetokounmpoMIL,PF,67,32.9,29.9,10.3,18.6,55.3,1.1,3.6,29.3,8.3,11.4,72.2,11.6,5.8,1.1,1.4,3.3,46,4,32.12
,Kevin DurantBKN,PF,55,37.2,29.9,10.5,20.3,51.8,2.1,5.5,38.3,6.8,7.4,91.0,7.4,6.4,0.9,0.9,3.5,18,4,25.69
,Luka DoncicDAL,PG,65,35.4,28.4,9.9,21.6,45.7,3.1,8.8,35.3,5.6,7.5,74.4,9.1,8.7,1.2,0.6,4.5,44,10,25.13
,Trae YoungATL,PG,76,34.9,28.4,9.4,20.3,46.0,3.1,8.0,38.2,6.6,7.3,90.4,3.7,9.7,0.9,0.1,4.0,42,0,25.48
,DeMar DeRozanCHI,SF,76,36.1,27.9,10.2,20.2,50.4,0.7,1.9,35.2,6.8,7.8,87.7,5.2,4.9,0.9,0.3,2.4,6,0,23.13
,Kyrie IrvingBKN,PG,29,37.7,27.4,10.0,21.2,46.9,3.4,8.2,41.8,4.1,4.4,91.5,4.4,5.8,1.4,0.6,2.5,2,0,21.49
,Ja MorantMEM,PG,57,33.1,27.4,10.2,20.6,49.3,1.5,4.5,34.4,5.5,7.3,76.1,5.7,6.7,1.2,0.4,3.4,10,1,24.53
,Nikola JokicDEN,C,74,33.5,27.1,10.3,17.7,58.3,1.3,3.9,33.7,5.1,6.3,81.0,13.8,7.9,1.5,0.9,3.8,66,19,32.94
,Jayson TatumBOS,SF,76,35.9,26.9,9.3,20.6,45.3,3.0,8.6,35.3,5.3,6.2,85.3,8.0,4.4,1.0,0.6,2.9,22,0,21.87
,Devin BookerPHX,SG,68,34.5,26.8,9.7,20.9,46.6,2.7,7.0,38.3,4.6,5.3,86.8,5.0,4.8,1.1,0.4,2.4,5,0,21.38
,Donovan MitchellUTAH,SG,67,33.8,25.9,9.2,20.5,44.8,3.5,9.8,35.5,4.0,4.7,85.3,4.2,5.3,1.5,0.2,3.0,3,0,21.64
,Stephen CurryGS,PG,64,34.5,25.5,8.4,19.1,43.7,4.5,11.7,38.0,4.3,4.7,92.3,5.2,6.3,1.3,0.4,3.2,12,2,21.47
,Karl-Anthony TownsMIN,C,74,33.4,24.6,8.7,16.4,52.9,2.0,4.9,41.0,5.2,6.3,82.2,9.8,3.6,1.0,1.1,3.1,40,1,24.21
,Shai Gilgeous-AlexanderOKC,PG,56,34.7,24.5,8.5,18.8,45.3,1.6,5.3,30.0,5.9,7.2,81.0,5.0,5.9,1.3,0.8,2.8,6,1,20.99
,Zach LaVineCHI,SG,67,34.7,24.4,8.4,17.7,47.6,2.8,7.1,38.9,4.8,5.6,85.3,4.6,4.5,0.6,0.3,2.6,0,0,20.08
,Paul GeorgeLAC,SG,31,34.7,24.3,8.6,20.5,42.1,2.9,8.3,35.4,4.1,4.8,85.8,6.9,5.7,2.2,0.4,4.1,7,0,18.67
,Damian LillardPOR,PG,29,36.4,24.0,7.7,19.0,40.2,3.2,9.8,32.4,5.5,6.2,87.8,4.1,7.3,0.6,0.4,2.9,8,0,18.53
,Jaylen BrownBOS,SG,66,33.6,23.6,8.7,18.4,47.3,2.5,7.0,35.8,3.7,4.8,75.8,6.1,3.5,1.1,0.3,2.7,11,2,18.98
,Bradley BealWSH,SG,40,36.0,23.2,8.7,19.3,45.1,1.6,5.3,30.0,4.2,5.1,83.3,4.7,6.6,0.9,0.4,3.4,4,0,17.58
,Anthony DavisLAL,PF,40,35.1,23.2,9.3,17.4,53.2,0.3,1.8,18.6,4.4,6.1,71.3,9.9,3.1,1.2,2.3,2.1,19,0,23.97
,De'Aaron FoxSAC,PG,59,35.3,23.2,8.7,18.5,47.3,1.3,4.2,29.7,4.4,5.9,75.0,3.9,5.6,1.2,0.4,2.8,5,0,17.49
,Pascal SiakamTOR,PF,68,37.9,22.8,8.8,17.8,49.4,1.1,3.2,34.4,4.2,5.6,74.9,8.5,5.3,1.3,0.6,2.7,30,2,20.31
,Brandon IngramNO,SF,55,34.0,22.7,8.2,17.9,46.1,1.3,4.1,32.7,4.8,5.9,82.6,5.8,5.6,0.6,0.5,2.7,7,0,18.78
,CJ McCollumPOR/NO,SG,62,34.6,22.1,8.6,18.8,46.0,2.9,7.6,38.8,1.9,2.7,68.2,4.3,5.1,1.1,0.4,2.0,3,0,18.41
,James HardenBKN/PHI,SG,65,37.2,22.0,6.3,15.3,41.0,2.3,6.9,33.0,7.2,8.2,87.7,7.7,10.3,1.3,0.6,4.4,42,11,20.92
,Darius GarlandCLE,PG,68,35.7,21.7,8.0,17.3,46.2,2.6,6.7,38.3,3.2,3.5,89.2,3.3,8.6,1.3,0.1,3.6,29,1,19.04
,Jimmy ButlerMIA,SF,57,33.9,21.4,7.0,14.5,48.0,0.5,2.0,23.3,6.9,8.0,87.0,5.9,5.5,1.6,0.5,2.1,12,4,23.65
,Anthony EdwardsMIN,SG,72,34.3,21.3,7.6,17.3,44.1,3.0,8.4,35.7,3.1,3.9,78.6,4.8,3.8,1.5,0.6,2.6,4,0,16.55
,Dejounte MurraySA,SG,68,34.8,21.1,8.4,18.3,46.2,1.4,4.3,32.7,2.9,3.6,79.4,8.3,9.2,2.0,0.3,2.6,39,13,22.32
,Tyler HerroMIA,PG,66,32.6,20.7,7.6,17.0,44.7,2.7,6.7,39.9,2.9,3.3,86.8,5.0,4.0,0.7,0.1,2.6,3,0,16.30
,Klay ThompsonGS,SG,32,29.4,20.4,7.7,17.9,42.9,3.6,9.3,38.5,1.4,1.6,90.2,3.9,2.8,0.5,0.5,1.3,0,0,16.81
,Fred VanVleetTOR,SG,65,37.9,20.3,6.8,16.9,40.3,3.7,9.9,37.7,3.0,3.4,87.4,4.4,6.7,1.7,0.5,2.6,10,1,17.38
,Kristaps PorzingisWSH/DAL,C,51,29.0,20.2,6.9,15.0,45.9,1.5,4.9,31.0,4.9,5.6,86.7,8.1,2.3,0.7,1.6,1.6,15,0,23.78
,Miles BridgesCHA,SF,80,35.5,20.2,7.5,15.2,49.1,1.9,5.8,33.1,3.3,4.2,80.2,7.0,3.8,0.9,0.8,1.9,15,0,17.97
,LaMelo BallCHA,PG,75,32.3,20.1,7.2,16.7,42.9,2.9,7.5,38.9,2.8,3.2,87.2,6.7,7.6,1.6,0.4,3.3,23,5,19.76
,Julius RandleNY,PF,72,35.3,20.1,7.1,17.3,41.1,1.7,5.4,30.8,4.2,5.6,75.6,9.9,5.1,0.7,0.5,3.4,31,1,15.80
,Khris MiddletonMIL,SF,66,32.4,20.1,6.8,15.5,44.3,2.5,6.6,37.3,3.9,4.4,89.0,5.4,5.4,1.2,0.3,2.9,4,0,18.19
,RJ BarrettNY,SG,70,34.5,20.0,7.0,17.1,40.8,2.0,5.8,34.2,4.1,5.8,71.4,5.8,3.0,0.6,0.2,2.2,4,0,13.72
,Terry RozierCHA,SG,73,33.7,19.3,7.1,16.0,44.4,3.0,8.1,37.4,2.1,2.4,85.2,4.3,4.5,1.3,0.3,1.3,3,1,17.62
,Jerami GrantDET,SF,47,31.9,19.2,6.3,14.9,42.6,1.9,5.4,35.8,4.6,5.5,83.8,4.1,2.4,0.9,1.0,1.8,1,0,16.12
,Malcolm BrogdonIND,PG,36,33.5,19.1,6.8,15.1,44.8,1.6,5.2,31.2,4.0,4.6,85.6,5.1,5.9,0.8,0.4,2.1,6,1,18.10
,Bam AdebayoMIA,C,56,32.6,19.1,7.3,13.0,55.7,0.0,0.1,0.0,4.6,6.1,75.3,10.1,3.4,1.4,0.8,2.6,27,0,21.91
,Norman PowellPOR/LAC,SF,45,32.4,19.0,6.2,13.4,46.1,2.4,5.6,41.9,4.2,5.2,81.1,3.2,2.1,0.9,0.5,1.5,0,0,16.33
,Domantas SabonisIND/SAC,PF,62,34.5,18.9,7.1,12.5,57.3,0.6,2.0,31.2,4.0,5.4,74.1,12.1,5.2,1.0,0.4,3.1,46,5,21.93
,Jordan PooleGS,SG,76,30.0,18.5,6.2,13.9,44.8,2.8,7.6,36.4,3.2,3.5,92.5,3.4,4.0,0.8,0.3,2.5,2,0,16.20
,Russell WestbrookLAL,PG,78,34.3,18.5,7.0,15.8,44.4,1.0,3.4,29.8,3.4,5.1,66.7,7.4,7.1,1.0,0.3,3.8,28,10,15.01
,Dillon BrooksMEM,SF,32,27.7,18.4,7.1,16.4,43.2,1.4,4.7,30.9,2.8,3.3,84.9,3.2,2.8,1.1,0.3,1.6,0,0,15.55
,Gary Trent Jr.TOR,SG,70,35.0,18.3,6.4,15.5,41.4,3.0,7.8,38.3,2.5,2.9,85.3,2.7,2.0,1.7,0.3,1.0,0,0,14.71
,Jrue HolidayMIL,PG,67,32.9,18.3,7.1,14.2,50.1,2.0,4.8,41.1,2.0,2.7,76.1,4.5,6.8,1.6,0.4,2.7,12,0,19.84
,Desmond BaneMEM,SG,76,29.8,18.2,6.7,14.5,46.1,3.0,6.9,43.6,1.8,2.0,90.3,4.4,2.7,1.2,0.4,1.5,0,0,17.62
,D'Angelo RussellMIN,PG,65,32.0,18.1,6.2,15.0,41.1,2.7,8.0,34.0,3.0,3.7,82.5,3.3,7.1,1.0,0.3,2.5,12,0,16.36
,Bojan BogdanovicUTAH,SF,69,30.9,18.1,6.1,13.4,45.5,2.6,6.8,38.7,3.2,3.8,85.8,4.3,1.7,0.5,0.0,1.7,3,0,15.71
,Christian WoodHOU,C,68,30.8,17.9,6.5,12.9,50.1,1.9,4.9,39.0,3.0,4.9,62.3,10.1,2.3,0.8,1.0,1.9,33,0,19.18
,Jonas ValanciunasNO,C,74,30.3,17.8,6.9,12.7,54.4,0.8,2.1,36.1,3.2,3.9,82.0,11.4,2.6,0.6,0.8,2.4,50,0,21.30
,Nikola VucevicCHI,C,73,33.1,17.6,7.5,15.8,47.3,1.4,4.5,31.4,1.3,1.7,76.0,11.0,3.2,1.0,1.0,1.9,44,0,18.27
,Tyrese MaxeyPHI,PG,75,35.3,17.5,6.4,13.3,48.5,1.8,4.1,42.7,2.8,3.3,86.6,3.2,4.3,0.7,0.4,1.2,1,0,16.27
,Cade CunninghamDET,PG,64,32.6,17.4,6.7,16.1,41.6,1.8,5.7,31.4,2.2,2.6,84.5,5.5,5.6,1.2,0.7,3.7,10,2,13.12
,Anfernee SimonsPOR,SG,57,29.5,17.3,6.2,14.0,44.3,3.1,7.8,40.5,1.8,2.0,88.8,2.6,3.9,0.5,0.1,2.0,2,0,15.34
,Jalen GreenHOU,SG,67,31.9,17.3,6.1,14.2,42.6,2.3,6.8,34.3,2.8,3.5,79.7,3.4,2.6,0.7,0.3,2.0,0,0,12.56
,Tobias HarrisPHI,PF,73,34.8,17.2,6.8,14.0,48.2,1.4,3.8,36.7,2.3,2.8,84.2,6.8,3.5,0.6,0.6,1.6,9,1,16.00
,Andrew WigginsGS,SF,73,31.9,17.2,6.5,14.0,46.6,2.2,5.5,39.3,2.0,3.2,63.4,4.5,2.2,1.0,0.7,1.5,1,0,15.04
,Luguentz DortOKC,SF,51,32.6,17.2,5.7,14.2,40.4,2.5,7.7,33.2,3.2,3.7,84.3,4.2,1.7,0.9,0.4,1.7,0,0,12.31
,Deandre AytonPHX,C,58,29.5,17.2,7.6,12.0,63.4,0.1,0.3,36.8,1.8,2.4,74.6,10.2,1.4,0.7,0.7,1.6,30,0,21.99
,O.G. AnunobyTOR,SF,48,36.0,17.1,6.4,14.5,44.3,2.4,6.6,36.3,1.9,2.5,75.4,5.5,2.6,1.5,0.5,1.7,3,0,14.84
,Kyle KuzmaWSH,SF,66,33.4,17.1,6.4,14.2,45.2,1.9,5.7,34.1,2.4,3.3,71.2,8.5,3.5,0.6,0.9,2.6,24,1,15.21
,Keldon JohnsonSA,SF,75,31.9,17.0,6.3,13.5,46.6,2.1,5.3,39.8,2.4,3.1,75.6,6.1,2.1,0.8,0.2,1.2,6,0,15.26
,Caris LeVertIND/CLE,SG,58,30.7,17.0,6.5,14.7,44.4,1.4,4.4,32.0,2.5,3.3,75.6,3.7,4.3,0.9,0.4,1.9,1,0,15.12
,Reggie JacksonLAC,PG,75,31.2,16.8,6.4,16.3,39.2,2.2,6.8,32.6,1.8,2.2,84.7,3.6,4.8,0.7,0.2,2.3,5,0,12.19
,Harrison BarnesSAC,SF,77,33.6,16.4,5.1,10.8,46.9,1.8,4.7,39.4,4.4,5.4,82.6,5.6,2.4,0.7,0.2,1.5,5,0,15.75
,Cole AnthonyORL,PG,65,31.7,16.3,5.5,14.0,39.1,2.0,6.0,33.8,3.3,3.9,85.4,5.4,5.7,0.7,0.3,2.6,9,0,13.55
,Jaren Jackson Jr.MEM,PF,78,27.3,16.3,5.5,13.3,41.5,1.6,5.1,31.9,3.6,4.4,82.3,5.8,1.1,0.9,2.3,1.7,7,0,17.09
,Jalen BrunsonDAL,PG,79,31.9,16.3,6.4,12.8,50.2,1.2,3.2,37.3,2.3,2.7,84.0,3.9,4.8,0.8,0.0,1.6,7,0,17.14
,John CollinsATL,PF,54,30.8,16.2,6.3,11.9,52.6,1.2,3.3,36.4,2.5,3.1,79.3,7.8,1.8,0.6,1.0,1.1,16,0,18.75
,Jarrett AllenCLE,C,56,32.3,16.1,6.6,9.7,67.7,0.0,0.2,10.0,2.9,4.2,70.8,10.8,1.6,0.8,1.3,1.7,32,0,23.08
,Saddiq BeyDET,SF,82,33.0,16.1,5.5,13.9,39.6,2.6,7.4,34.6,2.6,3.1,82.7,5.4,2.8,0.9,0.2,1.2,6,0,14.08
,Jordan ClarksonUTAH,PG,79,27.1,16.0,5.9,14.1,41.9,2.4,7.6,31.8,1.8,2.2,82.8,3.5,2.5,0.8,0.2,1.6,1,0,14.96
,Collin SextonCLE,PG,11,28.7,16.0,6.2,13.7,45.0,1.0,4.1,24.4,2.6,3.5,74.4,3.3,2.1,0.9,0.0,2.8,0,0,11.27
,Gordon HaywardCHA,SF,49,31.9,15.9,5.8,12.6,45.9,1.8,4.5,39.1,2.6,3.0,84.6,4.6,3.6,1.0,0.4,1.7,1,0,15.11
,Buddy HieldIND/SAC,SG,81,30.9,15.6,5.5,13.6,40.6,3.2,8.8,36.6,1.4,1.6,87.4,4.4,2.8,0.9,0.3,1.9,1,0,12.90
,Rudy GobertUTAH,C,66,32.1,15.6,5.5,7.7,71.3,0.0,0.1,0.0,4.6,6.7,69.0,14.7,1.1,0.7,2.1,1.8,53,0,24.76
,Kevin Porter Jr.HOU,SG,61,31.3,15.6,5.5,13.2,41.5,2.5,6.8,37.5,2.0,3.2,64.2,4.4,6.2,1.1,0.4,3.1,10,1,13.56
,Marcus Morris Sr.LAC,SF,54,29.0,15.4,5.6,12.8,43.4,1.9,5.1,36.7,2.4,2.7,87.2,4.4,2.1,0.5,0.3,1.3,2,0,13.74
,Tyrese HaliburtonIND/SAC,PG,77,35.0,15.3,5.6,11.8,47.3,2.1,5.1,41.4,2.1,2.5,84.2,4.0,8.2,1.7,0.6,2.6,25,0,18.25
,Scottie BarnesTOR,SF,74,35.4,15.3,6.2,12.6,49.2,0.8,2.6,30.1,2.1,2.9,73.5,7.5,3.5,1.1,0.7,1.8,13,0,16.37
,Franz WagnerORL,SF,79,30.7,15.2,5.8,12.3,46.8,1.2,3.4,35.4,2.4,2.8,86.3,4.5,2.9,0.9,0.4,1.5,2,0,14.75
,Bogdan BogdanovicATL,SG,63,29.3,15.1,5.4,12.6,43.1,2.7,7.3,36.8,1.5,1.8,84.3,4.0,3.1,1.1,0.2,1.1,0,0,15.49
,Jusuf NurkicPOR,C,56,28.2,15.0,5.7,10.7,53.5,0.3,1.0,26.8,3.3,4.8,69.0,11.1,2.8,1.1,0.6,2.6,30,0,20.10
,Wendell Carter Jr.ORL,C,62,29.9,15.0,5.8,11.0,52.5,1.1,3.5,32.7,2.3,3.3,69.1,10.5,2.8,0.6,0.7,1.9,33,0,18.41
,Aaron GordonDEN,PF,75,31.7,15.0,5.8,11.1,52.0,1.2,3.5,33.5,2.3,3.1,74.3,5.9,2.5,0.6,0.6,1.8,6,0,15.38
,Seth CurryBKN/PHI,SG,64,33.3,15.0,5.6,11.5,48.7,2.5,5.8,42.2,1.3,1.5,87.2,3.1,3.6,0.8,0.2,1.7,1,0,13.70
,Evan MobleyCLE,PF,69,33.8,15.0,6.1,12.0,50.8,0.3,1.3,25.0,2.4,3.7,66.3,8.3,2.5,0.8,1.7,1.9,21,0,16.15
,Kelly Oubre Jr.CHA,SG,76,26.3,15.0,5.4,12.3,44.0,2.5,7.3,34.5,1.7,2.5,66.7,4.0,1.1,1.0,0.4,0.9,1,0,15.01
,Josh HartPOR/NO,SG,54,33.2,14.9,5.3,10.5,50.4,1.4,3.9,34.3,3.0,3.9,75.8,7.2,4.1,1.1,0.2,2.1,12,0,16.18
,Lauri MarkkanenCLE,PF,61,30.8,14.8,5.1,11.5,44.5,2.2,6.2,35.8,2.3,2.6,86.8,5.7,1.3,0.7,0.5,0.9,3,0,14.76
,Chris PaulPHX,PG,65,32.9,14.7,5.6,11.3,49.3,1.0,3.1,31.7,2.6,3.1,83.7,4.4,10.8,1.9,0.3,2.4,34,2,20.86
,Jaylen HoardOKC,F,7,34.3,14.7,6.3,12.9,48.9,1.3,3.6,36.0,0.9,2.0,42.9,12.0,2.4,0.9,0.7,1.1,4,0,18.05
,Will BartonDEN,SF,71,32.1,14.7,5.5,12.6,43.8,2.2,6.1,36.5,1.4,1.8,80.3,4.8,3.9,0.8,0.4,1.8,1,0,13.42
,Bobby PortisMIL,F,72,28.2,14.6,5.8,12.1,47.9,1.8,4.7,39.3,1.2,1.6,75.2,9.1,1.2,0.7,0.7,1.3,24,0,17.79
,Tim Hardaway Jr.DAL,SF,42,29.6,14.2,5.0,12.6,39.4,2.4,7.2,33.6,1.9,2.5,75.7,3.7,2.2,0.9,0.1,0.8,0,0,12.79
,Mikal BridgesPHX,SF,82,34.8,14.2,5.6,10.5,53.4,1.4,3.8,36.9,1.6,1.9,83.4,4.2,2.3,1.2,0.4,0.8,0,0,14.49
,Evan FournierNY,SG,80,29.5,14.1,5.0,12.1,41.7,3.0,7.7,38.9,1.0,1.4,70.8,2.6,2.1,1.0,0.3,1.3,0,0,12.34
,Malik MonkLAL,SG,76,28.1,13.8,5.1,10.9,47.3,2.3,5.8,39.1,1.2,1.5,79.5,3.4,2.9,0.8,0.4,1.6,1,0,14.49
,Spencer DinwiddieWSH/DAL,PG,67,29.6,13.7,4.6,11.0,41.6,1.7,4.9,33.9,2.9,3.8,77.4,4.2,5.2,0.7,0.2,1.6,7,1,15.14
,Mike ConleyUTAH,PG,72,28.6,13.7,4.8,11.0,43.5,2.3,5.8,40.8,1.8,2.3,79.6,3.0,5.3,1.3,0.3,1.7,2,0,17.28
,Kevin LoveCLE,PF,74,22.5,13.6,4.4,10.3,43.0,2.5,6.4,39.2,2.2,2.7,83.8,7.2,2.2,0.4,0.2,1.3,15,0,19.67
,Dennis SchroderBOS/HOU,PG,64,28.7,13.5,4.9,11.3,43.1,1.3,3.9,34.4,2.5,2.9,85.3,3.3,4.6,0.8,0.1,2.2,1,0,13.10
,Jakob PoeltlSA,C,68,29.0,13.5,6.0,9.8,61.8,0.0,0.0,100.0,1.4,2.8,49.5,9.3,2.8,0.7,1.7,1.6,28,0,20.85
,Eric GordonHOU,SG,57,29.3,13.4,4.7,9.9,47.5,2.2,5.3,41.2,1.8,2.4,77.8,2.0,2.7,0.5,0.3,1.9,0,0,12.17
,Kyle LowryMIA,PG,63,33.9,13.4,4.4,10.0,44.0,2.3,6.1,37.7,2.3,2.8,85.1,4.5,7.5,1.1,0.3,2.7,16,2,15.02
,De'Andre HunterATL,SF,53,29.8,13.4,4.8,10.8,44.2,1.4,3.7,37.9,2.4,3.1,76.5,3.3,1.3,0.7,0.4,1.3,2,0,10.66
,Carmelo AnthonyLAL,PF,69,26.0,13.3,4.6,10.5,44.1,2.2,5.8,37.5,1.9,2.3,83.0,4.2,1.0,0.7,0.8,0.9,1,0,14.80
,Derrick WhiteSA/BOS,PG,75,29.3,13.2,4.5,10.7,42.1,1.5,4.9,31.2,2.7,3.1,86.4,3.5,4.9,0.9,0.8,1.6,2,0,14.89
,Kentavious Caldwell-PopeWSH,SG,77,30.2,13.2,4.7,10.8,43.5,2.1,5.3,39.0,1.8,2.0,89.0,3.4,1.9,1.1,0.3,1.3,2,0,12.60
,Montrezl HarrellWSH/CHA,C,71,23.1,13.1,5.0,7.8,64.5,0.1,0.2,23.5,3.0,4.2,71.6,6.1,2.0,0.4,0.6,1.0,7,0,23.26
,Chris DuarteIND,SG,55,28.0,13.1,4.9,11.3,43.2,1.7,4.6,36.9,1.6,2.0,80.4,4.1,2.1,1.0,0.2,1.6,0,0,12.31
,Ricky RubioIND/CLE,PG,34,28.5,13.1,4.4,12.1,36.3,1.7,5.1,33.9,2.6,3.0,85.4,4.1,6.6,1.4,0.2,2.6,5,0,14.01
,Lonzo BallCHI,PG,35,34.6,13.0,4.6,10.9,42.3,3.1,7.4,42.3,0.6,0.8,75.0,5.4,5.1,1.8,0.9,2.3,3,1,14.49
,LaMarcus AldridgeBKN,C,47,22.3,12.9,5.4,9.7,55.0,0.3,1.0,30.4,1.9,2.2,87.3,5.5,0.9,0.3,1.0,0.9,2,0,19.69
,Brandon WilliamsPOR,PG,24,26.7,12.9,4.4,11.8,37.2,1.3,4.4,29.2,2.8,4.0,70.1,3.1,3.9,1.0,0.4,2.4,2,0,11.04
,Myles TurnerIND,C,42,29.4,12.9,4.8,9.4,50.9,1.5,4.4,33.3,1.9,2.5,75.2,7.1,1.0,0.7,2.8,1.3,9,0,17.45
,Coby WhiteCHI,PG,61,27.5,12.7,4.6,10.6,43.3,2.2,5.8,38.5,1.3,1.5,85.7,3.0,2.9,0.5,0.2,1.1,1,0,12.60
,Monte MorrisDEN,PG,75,29.9,12.6,5.0,10.3,48.4,1.7,4.2,39.5,1.0,1.1,86.9,3.0,4.4,0.7,0.2,1.0,0,0,14.75
,Josh GiddeyOKC,SG,54,31.5,12.5,5.2,12.4,41.9,1.0,3.9,26.3,1.0,1.5,70.9,7.8,6.4,0.9,0.4,3.2,16,4,13.34
,Cameron JohnsonPHX,SF,66,26.2,12.5,4.2,9.2,46.0,2.5,5.9,42.5,1.5,1.7,86.0,4.1,1.5,0.9,0.2,0.7,0,0,15.26
,Brook LopezMIL,C,13,22.9,12.4,4.7,10.1,46.6,1.5,4.1,35.8,1.5,1.8,87.0,4.1,0.5,0.6,1.2,0.9,0,0,16.06
,Victor OladipoMIA,SG,8,21.6,12.4,4.4,9.1,47.9,1.9,4.5,41.7,1.8,2.4,73.7,2.9,3.5,0.6,0.1,2.0,1,0,16.86
,Devin VassellSA,SG,71,27.3,12.3,4.6,10.8,42.7,1.9,5.4,36.1,1.2,1.4,83.8,4.3,1.9,1.1,0.6,0.8,1,0,13.39
,Lonnie Walker IVSA,G,70,23.0,12.1,4.4,10.9,40.7,1.6,5.0,31.4,1.7,2.1,78.4,2.6,2.2,0.6,0.3,1.0,0,0,12.41
,Marcus SmartBOS,PG,71,32.3,12.1,4.2,10.1,41.8,1.7,5.1,33.1,2.0,2.5,79.3,3.8,5.9,1.7,0.3,2.2,2,0,13.67
,Malik BeasleyMIN,SG,79,25.0,12.1,4.2,10.8,39.1,3.0,8.1,37.7,0.6,0.8,81.7,2.9,1.5,0.5,0.2,0.5,0,0,11.91
,Kevin HuerterATL,SG,74,29.6,12.1,4.7,10.3,45.4,2.2,5.6,38.9,0.6,0.7,80.8,3.4,2.7,0.7,0.4,1.2,1,0,11.91
,Derrick RoseNY,PG,26,24.5,12.0,4.7,10.5,44.5,1.4,3.5,40.2,1.2,1.2,96.8,3.0,4.0,0.8,0.5,1.5,0,0,16.93
,Luke KennardLAC,SG,70,27.4,11.9,4.1,9.1,44.9,2.7,6.0,44.9,1.0,1.1,89.6,3.3,2.1,0.6,0.1,0.9,1,0,13.31
,Devonte' GrahamNO,PG,76,28.4,11.9,3.9,10.7,36.3,2.5,7.4,34.1,1.6,1.8,84.3,2.3,4.2,0.9,0.2,1.4,0,0,12.10
,Jae'Sean TateHOU,SF,78,26.4,11.8,4.7,9.3,49.8,0.8,2.6,31.2,1.7,2.4,70.7,5.4,2.8,0.9,0.5,1.8,7,0,14.36
,Jalen SuggsORL,SG,48,27.2,11.8,4.1,11.4,36.1,0.9,4.1,21.4,2.6,3.4,77.3,3.6,4.4,1.2,0.4,3.0,2,0,8.66
,Danilo GallinariATL,PF,66,25.3,11.7,3.9,9.0,43.4,1.7,4.5,38.1,2.1,2.4,90.4,4.7,1.5,0.4,0.2,0.6,2,0,14.35
,Alec BurksNY,SG,81,28.6,11.7,3.5,9.0,39.1,1.9,4.8,40.4,2.7,3.3,82.2,4.9,3.0,1.0,0.3,1.1,2,0,13.72
,Kemba WalkerNY,PG,37,25.6,11.6,4.0,10.0,40.3,2.0,5.4,36.7,1.6,1.9,84.5,3.0,3.5,0.7,0.2,1.3,1,1,13.96
